geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
SKT 909	38.0254722222222	38.0254722222222	-121.468666666667	-121.468666666667
SKT 911	37.9931388888889	37.9931388888889	-121.410388888889	-121.410388888889
SKT 913	37.9733055555556	37.9733055555556	-121.537805555556	-121.537805555556
SKT 328	38.0630555555556	38.0630555555556	-122.347055555556	-122.347055555556
SKT 334	38.0748611111111	38.0748611111111	-122.339416666667	-122.339416666667
SKT 335	38.0707222222222	38.0707222222222	-122.324222222222	-122.324222222222
SKT 329	38.0632222222222	38.0632222222222	-122.305472222222	-122.305472222222
SKT 336	38.064	38.064	-122.278888888889	-122.278888888889
SKT 323	38.0473055555556	38.0473055555556	-122.282305555556	-122.282305555556
SKT 343	38.1825833333333	38.1825833333333	-122.309833333333	-122.309833333333
SKT 342	38.1468333333333	38.1468333333333	-122.290138888889	-122.290138888889
SLS 809	38.0525	38.0525	-121.689194444444	-121.689194444444
SLS 901	38.0482777777778	38.0482777777778	-121.59525	-121.59525
SLS 902	38.0191944444444	38.0191944444444	-121.582194444444	-121.582194444444
SLS 906	38.0516944444444	38.0516944444444	-121.509	-121.509
SLS 910	38.0018055555556	38.0018055555556	-121.448694444444	-121.448694444444
SLS 912	37.966	37.966	-121.367305555556	-121.367305555556
SLS 914	37.9715	37.9715	-121.52	-121.52
SLS 915	37.9425	37.9425	-121.5635	-121.5635
SLS 918	37.8593055555556	37.8593055555556	-121.568805555556	-121.568805555556
SLS 919	38.1048055555556	38.1048055555556	-121.492	-121.492
SLS 703	38.0421944444444	38.0421944444444	-121.795222222222	-121.795222222222
SLS 704	38.0691666666667	38.0691666666667	-121.775277777778	-121.775277777778
SLS 705	38.0871111111111	38.0871111111111	-121.709166666667	-121.709166666667
SLS 706	38.0851944444444	38.0851944444444	-121.750694444444	-121.750694444444
SLS 707	38.1135	38.1135	-121.7075	-121.7075
SLS 711	38.1788055555556	38.1788055555556	-121.665305555556	-121.665305555556
SLS 716	38.2582777777778	38.2582777777778	-121.691638888889	-121.691638888889
SLS 723	38.2425	38.2425	-121.669722222222	-121.669722222222
SLS 812	38.0903055555556	38.0903055555556	-121.6405	-121.6405
SLS 815	38.08	38.08	-121.569805555556	-121.569805555556
SLS 501	38.0882222222222	38.0882222222222	-122.003583333333	-122.003583333333
SLS 508	38.0455	38.0455	-121.918805555556	-121.918805555556
SLS 513	38.0583055555556	38.0583055555556	-121.868	-121.868
SLS 519	38.0723055555556	38.0723055555556	-121.959694444444	-121.959694444444
SLS 801	38.0436944444444	38.0436944444444	-121.844	-121.844
SLS 804	38.0181944444444	38.0181944444444	-121.797	-121.797
SLS 405	38.0396944444444	38.0396944444444	-122.1505	-122.1505
SLS 411	38.0513055555556	38.0513055555556	-122.083305555556	-122.083305555556
SLS 418	38.0648055555556	38.0648055555556	-122.097805555556	-122.097805555556
SLS 504	38.0610555555556	38.0610555555556	-122.013722222222	-122.013722222222
SLS 520	38.0328055555556	38.0328055555556	-121.869305555556	-121.869305555556
SLS 602	38.114	38.114	-122.046194444444	-122.046194444444
SLS 606	38.1694722222222	38.1694722222222	-122.025666666667	-122.025666666667
SLS 609	38.1671944444444	38.1671944444444	-121.938	-121.938
SLS 610	38.1188055555556	38.1188055555556	-121.889194444444	-121.889194444444
SLS 340	38.0992777777778	38.0992777777778	-122.263444444444	-122.263444444444
SLS 342	38.1458611111111	38.1458611111111	-122.285083333333	-122.285083333333
SLS 343	38.1858055555556	38.1858055555556	-122.310972222222	-122.310972222222
SLS 344	38.2124722222222	38.2124722222222	-122.307166666667	-122.307166666667
SLS 345	38.2317777777778	38.2317777777778	-122.29275	-122.29275
SLS 346	38.2409166666667	38.2409166666667	-122.285361111111	-122.285361111111
SLS 347	38.2549166666667	38.2549166666667	-122.283416666667	-122.283416666667
SLS 348	38.2730833333333	38.2730833333333	-122.284638888889	-122.284638888889
SLS 349	38.2861388888889	38.2861388888889	-122.283388888889	-122.283388888889
20mm 504	38.0519444444444	38.0519444444444	-121.986083333333	-121.986083333333
20mm 519	38.07475	38.07475	-121.958083333333	-121.958083333333
20mm 809	38.0537777777778	38.0537777777778	-121.693027777778	-121.693027777778
20mm 901	38.04625	38.04625	-121.6185	-121.6185
20mm 902	38.0203888888889	38.0203888888889	-121.582666666667	-121.582666666667
20mm 910	38.005	38.005	-121.453027777778	-121.453027777778
20mm 912	37.9664166666667	37.9664166666667	-121.368555555556	-121.368555555556
20mm 914	37.9715	37.9715	-121.52	-121.52
20mm 915	37.9442777777778	37.9442777777778	-121.567888888889	-121.567888888889
20mm 705	38.0976111111111	38.0976111111111	-121.70875	-121.70875
20mm 711	38.1774166666667	38.1774166666667	-121.66225	-121.66225
20mm 716	38.2385555555556	38.2385555555556	-121.683916666667	-121.683916666667
20mm 812	38.0899166666667	38.0899166666667	-121.639916666667	-121.639916666667
20mm 815	38.0871388888889	38.0871388888889	-121.571138888889	-121.571138888889
20mm 906	38.0500277777778	38.0500277777778	-121.506472222222	-121.506472222222
20mm 919	38.1051944444444	38.1051944444444	-121.494583333333	-121.494583333333
20mm 508	38.0471666666667	38.0471666666667	-121.917222222222	-121.917222222222
20mm 513	38.0588611111111	38.0588611111111	-121.86775	-121.86775
20mm 520	38.0321666666667	38.0321666666667	-121.863111111111	-121.863111111111
20mm 703	38.0486111111111	38.0486111111111	-121.797388888889	-121.797388888889
20mm 704	38.0665833333333	38.0665833333333	-121.790311111111	-121.790311111111
20mm 706	38.0860833333333	38.0860833333333	-121.750444444444	-121.750444444444
20mm 801	38.0436944444444	38.0436944444444	-121.844	-121.844
20mm 405	38.0399166666667	38.0399166666667	-122.146722222222	-122.146722222222
20mm 418	38.0675	38.0675	-122.095555555556	-122.095555555556
20mm 602	38.1155555555556	38.1155555555556	-122.042391666667	-122.042391666667
20mm 606	38.1705833333333	38.1705833333333	-122.027916666667	-122.027916666667
20mm 609	38.1670833333333	38.1670833333333	-121.937833333333	-121.937833333333
20mm 610	38.1221944444444	38.1221944444444	-121.889111111111	-121.889111111111
20mm 804	38.0164444444444	38.0164444444444	-121.791305555556	-121.791305555556
20mm 323	38.0428888888889	38.0428888888889	-122.286305555556	-122.286305555556
20mm 340	38.0992222222222	38.0992222222222	-122.263277777778	-122.263277777778
20mm 342	38.14625	38.14625	-122.28875	-122.28875
20mm 343	38.1823611111111	38.1823611111111	-122.309277777778	-122.309277777778
20mm 344	38.2126944444444	38.2126944444444	-122.308694444444	-122.308694444444
20mm 345	38.2238333333333	38.2238333333333	-122.308972222222	-122.308972222222
20mm 346	38.2363888888889	38.2363888888889	-122.287166666667	-122.287166666667
20mm 411	38.0502222222222	38.0502222222222	-122.076527777778	-122.076527777778
20mm 501	38.0733333333333	38.0733333333333	-122.026333333333	-122.026333333333
20mm 918	37.859	37.859	-121.567138888889	-121.567138888889
20mm 707	38.1146944444444	38.1146944444444	-121.707861111111	-121.707861111111
20mm 802	38.0208333333333	38.0208333333333	-121.730388888889	-121.730388888889
20mm 330	38.0636111111111	38.0636111111111	-122.304	-122.304
20mm 328	38.0603055555556	38.0603055555556	-122.35	-122.35
20mm 336	38.0610833333333	38.0610833333333	-122.278	-122.278
20mm 329	38.0636111111111	38.0636111111111	-122.304	-122.304
20mm 334	38.0763888888889	38.0763888888889	-122.338	-122.338
20mm 335	38.0711111111111	38.0711111111111	-122.324	-122.324
20mm 341	38.12725	38.12725	-122.278777777778	-122.278777777778
20mm 347	38.2536111111111	38.2536111111111	-122.284694444444	-122.284694444444
20mm 348	38.2743611111111	38.2743611111111	-122.283527777778	-122.283527777778
20mm 349	38.2863333333333	38.2863333333333	-122.284361111111	-122.284361111111
20mm 723	38.23725	38.23725	-121.673083333333	-121.673083333333
20mm 724	38.25625	38.25625	-121.652083333333	-121.652083333333
20mm 726	38.2830555555556	38.2830555555556	-121.643833333333	-121.643833333333
20mm 718	38.2575555555556	38.2575555555556	-121.729027777778	-121.729027777778
20mm 719	38.3335	38.3335	-121.6475	-121.6475
20mm 720	38.2626388888889	38.2626388888889	-121.779277777778	-121.779277777778
EDSM 21-42-SM01 2021-05-12	38.17137	38.17137	-122.0326	-122.0326
EDSM 21-42-CS02 2021-05-13	38.27091	38.27091	-121.69245	-121.69245
EDSM 21-42-CS03 2021-05-13	38.25767	38.25767	-121.72752	-121.72752
EDSM 21-42-LSJ02 2021-05-13	38.02576	38.02576	-121.73755	-121.73755
EDSM 21-42-PP02 2021-05-13	38.04842	38.04842	-121.5348	-121.5348
EDSM 21-42-LSJ01 2021-05-13	38.02728	38.02728	-121.73431	-121.73431
EDSM 21-43-CS02 2021-05-21	38.25246	38.25246	-121.67091	-121.67091
EDSM 21-44-SJT02 2021-05-24	38.09248	38.09248	-121.65562	-121.65562
EDSM 21-44-SJT01 2021-05-24	38.08606	38.08606	-121.63651	-121.63651
EDSM 21-44-PP02 2021-05-24	38.05706	38.05706	-121.54345	-121.54345
EDSM 21-44-LSJ06 2021-05-24	38.04596	38.04596	-121.70304	-121.70304
EDSM 21-44-LSJ02 2021-05-25	38.02366	38.02366	-121.7987	-121.7987
EDSM 21-48-SM03 2021-06-21	38.184	38.184	-121.98768	-121.98768
EDSM 21-48-CS06 2021-06-21	38.27696	38.27696	-121.69418	-121.69418
EDSM 21-48-CS05 2021-06-21	38.26847	38.26847	-121.69235	-121.69235
EDSM 21-48-GB01 2021-06-21	38.1164	38.1164	-122.05646	-122.05646
EDSM 21-48-CS01 2021-06-21	38.25623	38.25623	-121.68752	-121.68752
EDSM 21-48-CS07 2021-06-21	38.28777	38.28777	-121.66484	-121.66484
EDSM 21-48-SM01 2021-06-21	38.18569	38.18569	-121.98292	-121.98292
EDSM 21-48-SM04 2021-06-21	38.13265	38.13265	-122.06041	-122.06041
EDSM 21-48-SBW03 2021-06-22	38.07546	38.07546	-122.08234	-122.08234
EDSM 21-48-LSSC01 2021-06-23	38.23907	38.23907	-121.67185	-121.67185
EDSM 21-40-SBM03 2021-04-27	38.06986	38.06986	-122.02352	-122.02352
EDSM 21-40-LSSC01 2021-04-26	38.24018	38.24018	-121.67063	-121.67063
EDSM 21-40-USSC02 2021-04-26	38.56113	38.56113	-121.5405	-121.5405
EDSM 21-39-SM03 2021-04-23	38.18075	38.18075	-121.99439	-121.99439
EDSM 21-40-USSC01 2021-04-26	38.48685	38.48685	-121.58337	-121.58337
EDSM 21-40-USSC04 2021-04-26	38.53717	38.53717	-121.58383	-121.58383
EDSM 21-40-CS05 2021-04-28	38.28614	38.28614	-121.71994	-121.71994
EDSM MKR216 2017-06-12	38.16441	38.16441	-121.48119	-121.48119
EDSM LSR212 2017-06-13	38.05764	38.05764	-121.8764	-121.8764
EDSM SRU209 2017-06-12	38.26969	38.26969	-121.53368	-121.53368
EDSM SJS204 2017-06-13	38.02554	38.02554	-121.47858	-121.47858
EDSM SJS205 2017-06-13	37.98893	37.98893	-121.40053	-121.40053
EDSM PP210 2017-06-13	38.06198	38.06198	-121.55858	-121.55858
EDSM HB207 2017-06-12	38.05635	38.05635	-121.96528	-121.96528
EDSM MI211 2017-06-14	37.99004	37.99004	-121.52207	-121.52207
EDSM SPE211 2017-06-14	38.05038	38.05038	-122.30693	-122.30693
EDSM CQS206 2017-06-14	38.06116	38.06116	-122.25942	-122.25942
EDSM SBW207 2017-06-14	38.09254	38.09254	-122.07418	-122.07418
EDSM LSJ211 2017-06-26	38.0358	38.0358	-121.71277	-121.71277
EDSM VC204 2017-06-26	37.86984	37.86984	-121.57979	-121.57979
EDSM LSJ210 2017-06-26	38.04502	38.04502	-121.84223	-121.84223
EDSM SJT207 2017-06-26	38.07483	38.07483	-121.68085	-121.68085
EDSM CS207 2017-06-26	38.24515	38.24515	-121.67053	-121.67053
EDSM PP211 2017-06-26	38.04689	38.04689	-121.53346	-121.53346
EDSM SBM214 2017-06-27	38.06444	38.06444	-122.05089	-122.05089
EDSM CQS208 2017-06-28	38.03539	38.03539	-122.15056	-122.15056
EDSM LSR213 2017-06-27	38.08477	38.08477	-121.74427	-121.74427
EDSM MR203 2017-06-14	37.91516	37.91516	-121.51535	-121.51535
EDSM FT212 2017-06-14	38.06295	38.06295	-121.61449	-121.61449
EDSM MKR217 2017-06-19	38.17133	38.17133	-121.49678	-121.49678
EDSM SPE212 2017-06-19	38.04589	38.04589	-122.29007	-122.29007
EDSM SBW208 2017-06-19	38.03708	38.03708	-122.1382	-122.1382
EDSM CQS207 2017-06-19	38.06312	38.06312	-122.21112	-122.21112
EDSM SRU210 2017-06-19	38.33525	38.33525	-121.56721	-121.56721
EDSM SRR203 2017-06-19	38.1474	38.1474	-121.59993	-121.59993
EDSM OR202 2017-06-20	37.91262	37.91262	-121.56278	-121.56278
EDSM SBM213 2017-06-20	38.07172	38.07172	-122.00993	-122.00993
EDSM HB209 2017-06-20	38.04272	38.04272	-121.91448	-121.91448
EDSM RV207 2017-06-20	38.09912	38.09912	-121.71852	-121.71852
EDSM HC205 2017-06-20	38.0162	38.0162	-121.58155	-121.58155
EDSM HC204 2017-06-20	38.04342	38.04342	-121.58357	-121.58357
EDSM MI212 2017-06-21	38.00105	38.00105	-121.5115	-121.5115
EDSM SJT206 2017-06-21	38.06701	38.06701	-121.67918	-121.67918
EDSM CS206 2017-06-21	38.27906	38.27906	-121.63968	-121.63968
EDSM HC206 2017-06-21	38.03117	38.03117	-121.57144	-121.57144
EDSM SM204 2017-06-21	38.17509	38.17509	-121.95493	-121.95493
EDSM LSJ209 2017-06-21	38.04466	38.04466	-121.69415	-121.69415
EDSM MKR202 2017-04-24	38.09895	38.09895	-121.49413	-121.49413
EDSM HC202 2017-04-26	38.02349	38.02349	-121.58103	-121.58103
EDSM MKR202 2017-04-26	38.09899	38.09899	-121.49398	-121.49398
EDSM SPE203 2017-04-24	38.05029	38.05029	-122.268	-122.268
EDSM LSR202 2017-04-26	38.07447	38.07447	-121.77533	-121.77533
EDSM HB202 2017-04-26	38.0449	38.0449	-121.89078	-121.89078
EDSM SJT202 2017-04-25	38.09126	38.09126	-121.63023	-121.63023
EDSM RV202 2017-04-26	38.10098	38.10098	-121.68665	-121.68665
EDSM MI201 2017-04-25	37.99045	37.99045	-121.51693	-121.51693
EDSM PP202 2017-04-25	38.0423	38.0423	-121.49732	-121.49732
EDSM LSR201 2017-04-25	38.06109	38.06109	-121.80517	-121.80517
EDSM RV201 2017-04-25	38.13123	38.13123	-121.69698	-121.69698
EDSM SBM203 2017-04-25	38.06353	38.06353	-122.03334	-122.03334
EDSM FT202 2017-04-26	38.03063	38.03063	-121.67059	-121.67059
EDSM MI202 2017-04-25	37.98093	37.98093	-121.47491	-121.47491
EDSM SBW201 2017-04-24	38.05202	38.05202	-122.11282	-122.11282
EDSM MKR203 2017-04-27	38.06419	38.06419	-121.5005	-121.5005
EDSM SRU203 2017-04-27	38.5136	38.5136	-121.55267	-121.55267
EDSM LNR201 2017-04-24	38.15962	38.15962	-122.29629	-122.29629
EDSM LSJ203 2017-05-01	38.044	38.044	-121.69708	-121.69708
EDSM MI203 2017-05-01	38.01088	38.01088	-121.51865	-121.51865
EDSM RS202 2017-05-01	37.97289	37.97289	-121.58902	-121.58902
EDSM PP203 2017-05-01	38.07763	38.07763	-121.56892	-121.56892
EDSM VC201 2017-05-01	37.84635	37.84635	-121.53685	-121.53685
EDSM SBM205 2017-05-02	38.05721	38.05721	-121.97653	-121.97653
EDSM FT204 2017-05-02	38.0766	38.0766	-121.64699	-121.64699
EDSM PP204 2017-05-02	38.05184	38.05184	-121.50802	-121.50802
EDSM SRR201 2017-05-02	38.19268	38.19268	-121.56774	-121.56774
EDSM MKR204 2017-05-03	38.11795	38.11795	-121.54004	-121.54004
EDSM SBW202 2017-05-03	38.06944	38.06944	-122.09091	-122.09091
EDSM SM202 2017-05-03	38.16474	38.16474	-122.04511	-122.04511
EDSM SRU204 2017-05-03	38.47462	38.47462	-121.53794	-121.53794
EDSM SPE214 2017-06-28	38.05733	38.05733	-122.29039	-122.29039
EDSM CQS209 2017-06-28	38.04052	38.04052	-122.1748	-122.1748
EDSM HB210 2017-06-27	38.04118	38.04118	-121.90258	-121.90258
EDSM MKR218 2017-06-28	38.13919	38.13919	-121.48253	-121.48253
EDSM MKR219 2017-06-28	38.0996	38.0996	-121.56143	-121.56143
EDSM SRU211 2017-06-28	38.40505	38.40505	-121.51447	-121.51447
EDSM SJT208 2017-06-27	38.06244	38.06244	-121.67665	-121.67665
EDSM MI213 2017-06-27	37.96021	37.96021	-121.46032	-121.46032
EDSM DS204 2017-06-27	38.05437	38.05437	-121.46209	-121.46209
EDSM 17-52-RV01 2017-07-24	38.09842	38.09842	-121.7215	-121.7215
EDSM LNR202 2017-05-03	38.13269	38.13269	-122.28093	-122.28093
EDSM SPE204 2017-05-03	38.06071	38.06071	-122.28601	-122.28601
EDSM HB203 2017-05-01	38.04952	38.04952	-121.90394	-121.90394
EDSM CS201 2017-05-02	38.37467	38.37467	-121.62883	-121.62883
EDSM SBM204 2017-05-01	38.08419	38.08419	-122.05374	-122.05374
EDSM SPE205 2017-05-08	38.04049	38.04049	-122.31243	-122.31243
EDSM CQS202 2017-05-08	38.06617	38.06617	-122.24614	-122.24614
EDSM MKR205 2017-05-08	38.09175	38.09175	-121.50068	-121.50068
EDSM MKR206 2017-05-08	38.15503	38.15503	-121.50324	-121.50324
EDSM CS202 2017-05-09	38.19775	38.19775	-121.65636	-121.65636
EDSM LSJ204 2017-05-09	38.01742	38.01742	-121.79582	-121.79582
EDSM SBW203 2017-05-08	38.03844	38.03844	-122.13954	-122.13954
EDSM MKR207 2017-05-08	38.13581	38.13581	-121.56219	-121.56219
EDSM MI204 2017-05-10	37.98217	37.98217	-121.52431	-121.52431
EDSM SJS201 2017-05-10	38.03056	38.03056	-121.49189	-121.49189
EDSM SJS202 2017-05-10	38.00952	38.00952	-121.44848	-121.44848
EDSM PP205 2017-05-09	38.10819	38.10819	-121.6088	-121.6088
EDSM MR202 2017-05-09	37.94337	37.94337	-121.5334	-121.5334
EDSM DS202 2017-05-09	38.07848	38.07848	-121.44998	-121.44998
EDSM LSR203 2017-05-11	38.06669	38.06669	-121.81947	-121.81947
EDSM RV203 2017-05-11	38.15176	38.15176	-121.68227	-121.68227
EDSM MKR208 2017-05-15	38.09144	38.09144	-121.53011	-121.53011
EDSM MKR209 2017-05-15	38.13699	38.13699	-121.50361	-121.50361
EDSM SRU205 2017-05-15	38.29974	38.29974	-121.56917	-121.56917
EDSM CQS203 2017-05-15	38.06242	38.06242	-122.22331	-122.22331
EDSM SPE206 2017-05-15	38.05036	38.05036	-122.29545	-122.29545
EDSM SJT203 2017-05-16	38.05244	38.05244	-121.68961	-121.68961
EDSM SBW204 2017-05-16	38.07958	38.07958	-122.06574	-122.06574
EDSM HC203 2017-05-16	38.0426	38.0426	-121.57329	-121.57329
EDSM LSR204 2017-05-16	38.05052	38.05052	-121.88195	-121.88195
EDSM SBM206 2017-05-16	38.0607	38.0607	-122.04627	-122.04627
EDSM MI205 2017-05-16	38.00497	38.00497	-121.54687	-121.54687
EDSM HB204 2017-05-16	38.06564	38.06564	-121.96544	-121.96544
EDSM PP206 2017-05-17	38.09843	38.09843	-121.58872	-121.58872
EDSM LSR205 2017-05-17	38.05268	38.05268	-121.79907	-121.79907
EDSM VC202 2017-05-17	37.86288	37.86288	-121.55198	-121.55198
EDSM GL201 2017-05-17	37.81995	37.81995	-121.52067	-121.52067
EDSM RV204 2017-05-17	38.12071	38.12071	-121.69623	-121.69623
EDSM 18-46-HB02 2018-06-12	38.05828	38.05828	-121.94954	-121.94954
EDSM 18-46-SM01 2018-06-14	38.10224	38.10224	-121.89121	-121.89121
EDSM 18-46-CF01 2018-06-12	38.03864	38.03864	-121.8338	-121.8338
EDSM 18-46-CS01 2018-06-14	38.24459	38.24459	-121.67861	-121.67861
EDSM 18-46-RV03 2018-06-13	38.14197	38.14197	-121.68816	-121.68816
EDSM 18-46-RV04 2018-06-13	38.11397	38.11397	-121.71005	-121.71005
EDSM 18-46-HB03 2018-06-13	38.06026	38.06026	-121.97005	-121.97005
EDSM 18-46-CS02 2018-06-14	38.24656	38.24656	-121.70918	-121.70918
EDSM 18-46-LSR03 2018-06-13	38.07523	38.07523	-121.76897	-121.76897
EDSM 18-46-CS05 2018-06-14	38.32043	38.32043	-121.65393	-121.65393
EDSM 18-46-SBW02 2018-06-13	38.09242	38.09242	-122.06699	-122.06699
EDSM 18-46-SBW01 2018-06-13	38.06049	38.06049	-122.05521	-122.05521
EDSM 18-46-CS03 2018-06-14	38.26425	38.26425	-121.68073	-121.68073
EDSM 18-46-CS04 2018-06-14	38.30121	38.30121	-121.72993	-121.72993
EDSM 18-46-GB01 2018-06-14	38.11672	38.11672	-122.00275	-122.00275
EDSM 18-46-CS06 2018-06-14	38.26071	38.26071	-121.74919	-121.74919
EDSM 18-47-LSR01 2018-06-18	38.07519	38.07519	-121.77433	-121.77433
EDSM 18-47-LSR02 2018-06-18	38.07089	38.07089	-121.83707	-121.83707
EDSM 18-47-RV02 2018-06-18	38.10862	38.10862	-121.70977	-121.70977
EDSM 19-45-RV02 2019-06-06	38.09493	38.09493	-121.70891	-121.70891
EDSM 17-52-SSC02 2017-07-26	38.40933	38.40933	-121.61309	-121.61309
EDSM 18-45-CS04 2018-06-06	38.31353	38.31353	-121.69282	-121.69282
EDSM 18-45-SM01 2018-06-04	38.18267	38.18267	-121.96444	-121.96444
EDSM 18-45-GB01 2018-06-04	38.1306	38.1306	-122.02244	-122.02244
EDSM 18-45-GB02 2018-06-04	38.11722	38.11722	-121.99549	-121.99549
EDSM 18-45-GB03 2018-06-04	38.11921	38.11921	-122.03869	-122.03869
EDSM 18-45-GB04 2018-06-04	38.13367	38.13367	-122.00751	-122.00751
EDSM 18-45-GB05 2018-06-04	38.11587	38.11587	-122.00147	-122.00147
EDSM 18-45-GB06 2018-06-04	38.12958	38.12958	-122.02625	-122.02625
EDSM 18-45-GB07 2018-06-04	38.11501	38.11501	-122.05362	-122.05362
EDSM 18-45-SM02 2018-06-04	38.16006	38.16006	-122.05897	-122.05897
